Training Iterations; Lorentz , DerivLorentz , Sigmoid , Tanh , ReLU
80900.0;0.6523289318722567,0.151215964952744,1.6135894343772806e-07
81000.0;0.6523169694113929,0.15121263377766675,1.6112885738316589e-07
81100.0;0.6523050251087992,0.15120930610469133,1.6089953365626532e-07
81200.0;0.6522930989178206,0.1512059819156884,1.6067096861269619e-07
81300.0;0.6522811907919553,0.1512026611924666,1.6044315863038182e-07
81400.0;0.6522693006848528,0.1511993439167715,1.6021610010907251e-07
81500.0;0.6522574285503125,0.15119603007028476,1.5998978947042163e-07
81600.0;0.6522455743422835,0.15119271963462338,1.5976422315772814e-07
81700.0;0.6522337380148627,0.15118941259133795,1.5953939763575725e-07
81800.0;0.6522219195222932,0.1511861089219125,1.593153093907087e-07
81900.0;0.6522101188189647,0.1511828086077629,1.5909195492988984e-07
82000.0;0.6521983358594106,0.15117951163023616,1.5886933078159044e-07
82100.0;0.6521865705983079,0.15117621797060934,1.5864743349516176e-07
82200.0;0.6521748229904762,0.15117292761008821,1.5842625964048603e-07
82300.0;0.6521630929908762,0.1511696405298068,1.5820580580819454e-07
82400.0;0.6521513805546085,0.15116635671082576,1.5798606860913732e-07
82500.0;0.6521396856369133,0.15116307613413166,1.5776704467472555e-07
82600.0;0.6521280081931679,0.15115979878063585,1.5754873065625495e-07
82700.0;0.6521163481788879,0.1511565246311733,1.5733112322518725e-07
82800.0;0.6521047055497234,0.1511532536665015,1.571142190727445e-07
82900.0;0.6520930802614611,0.15114998586729972,1.5689801490986363e-07
83000.0;0.6520814722700204,0.15114672121416742,1.5668250746708487e-07
83100.0;0.6520698815314542,0.1511434596876236,1.564676934943559e-07
83200.0;0.6520583080019473,0.15114020126810537,1.5625356976093622e-07
83300.0;0.6520467516378158,0.151136945935967,1.5604013305514983e-07
83400.0;0.6520352123955055,0.15113369367147894,1.558273801844118e-07
83500.0;0.6520236902315919,0.15113044445482632,1.5561530797500807e-07
83600.0;0.6520121851027785,0.1511271982661083,1.5540391327196109e-07
83700.0;0.652000696965896,0.15112395508533658,1.5519319293887696e-07
83800.0;0.6519892257779019,0.15112071489243437,1.5498314385786806e-07
83900.0;0.6519777714958789,0.15111747766723557,1.5477376292938884e-07
84000.0;0.6519663340770347,0.15111424338948315,1.5456504707207305e-07
84100.0;0.6519549134787008,0.15111101203882818,1.5435699322270843e-07
84200.0;0.6519435096583316,0.15110778359482885,1.541495983359647e-07
84300.0;0.6519321225735036,0.1511045580369493,1.539428593844413e-07
84400.0;0.651920752181915,0.15110133534455816,1.5373677335831203e-07
84500.0;0.651909398441384,0.15109811549692792,1.5353133726549192e-07
84600.0;0.6518980613098485,0.15109489847323326,1.5332654813126619e-07
84700.0;0.6518867407453659,0.15109168425255035,1.5312240299822474e-07
84800.0;0.651875436706111,0.1510884728138553,1.529188989262086e-07
84900.0;0.6518641491503769,0.15108526413602325,1.5271603299221295e-07
85000.0;0.6518528780365724,0.15108205819782733,1.5251380229010276e-07
85100.0;0.6518416233232224,0.1510788549779371,1.523122039307439e-07
85200.0;0.6518303849689672,0.15107565445491788,1.5211123504154354e-07
85300.0;0.6518191629325611,0.15107245660722923,1.5191089276665285e-07
85400.0;0.6518079571728725,0.1510692614132241,1.5171117426678483e-07
85500.0;0.6517967676488825,0.15106606885114723,1.5151207671893316e-07
85600.0;0.6517855943196843,0.15106287889913467,1.513135973163475e-07
85700.0;0.6517744371444831,0.15105969153521215,1.5111573326860767e-07
85800.0;0.6517632960825949,0.151056506737294,1.5091848180118462e-07
85900.0;0.6517521710934455,0.15105332448318237,1.5072184015557297e-07
86000.0;0.6517410621365709,0.15105014475056544,1.505258055889668e-07
86100.0;0.6517299691716157,0.1510469675170171,1.5033037537460025e-07
86200.0;0.6517188921583335,0.15104379275999524,1.501355468009058e-07
86300.0;0.6517078310565839,0.15104062045684094,1.499413171721181e-07
86400.0;0.6516967858263356,0.1510374505847773,1.4974768380778667e-07
86500.0;0.6516857564276626,0.15103428312090816,1.4955464404272818e-07
86600.0;0.6516747428207449,0.15103111804221744,1.4936219522699642e-07
86700.0;0.651663744965868,0.15102795532556781,1.4917033472569794e-07
86800.0;0.651652762823422,0.15102479494769944,1.4897905991886097e-07
86900.0;0.6516417963539013,0.15102163688522946,1.4878836820157034e-07
87000.0;0.6516308455179035,0.15101848111465035,1.4859825698347777e-07
87100.0;0.6516199102761296,0.15101532761232944,1.484087236890025e-07
87200.0;0.6516089905893832,0.15101217635450756,1.4821976575720064e-07
87300.0;0.6515980864185692,0.15100902731729798,1.4803138064153128e-07
87400.0;0.6515871977246946,0.15100588047668598,1.478435658098487e-07
87500.0;0.651576324468867,0.15100273580852708,1.4765631874426876e-07
87600.0;0.6515654666122948,0.1509995932885468,1.4746963694111047e-07
87700.0;0.6515546241162854,0.15099645289233943,1.472835179108097e-07
87800.0;0.6515437969422466,0.15099331459536702,1.4709795917773557e-07
87900.0;0.6515329850516848,0.1509901783729587,1.46912958280221e-07
88000.0;0.6515221884062046,0.15098704420030956,1.4672851277034147e-07
88100.0;0.651511406967509,0.15098391205248024,1.4654462021391393e-07
88200.0;0.6515006406973981,0.15098078190439557,1.4636127819037555e-07
88300.0;0.6514898895577697,0.15097765373084426,1.461784842926699e-07
88400.0;0.6514791535106177,0.1509745275064777,1.4599623612722246e-07
88500.0;0.6514684325180325,0.15097140320580948,1.4581453131370228e-07
88600.0;0.6514577265422001,0.15096828080321467,1.4563336748519265e-07
88700.0;0.6514470355454021,0.15096516027292903,1.4545274228774955e-07
88800.0;0.6514363594900149,0.15096204158904833,1.4527265338071181e-07
88900.0;0.651425698338509,0.1509589247255278,1.4509309843629653e-07
89000.0;0.6514150520534503,0.15095580965618147,1.4491407513959008e-07
89100.0;0.6514044205974969,0.15095269635468175,1.4473558118857888e-07
89200.0;0.6513938039334015,0.1509495847945587,1.4455761429392514e-07
89300.0;0.6513832020240092,0.15094647494919958,1.4438017217902943e-07
89400.0;0.6513726148322576,0.15094336679184858,1.4420325257975128e-07
89500.0;0.651362042321177,0.1509402602956061,1.4402685324445815e-07
89600.0;0.6513514844538894,0.15093715543342867,1.438509719339796e-07
89700.0;0.6513409411936083,0.1509340521781285,1.436756064213322e-07
89800.0;0.6513304125036383,0.15093095050237304,1.4350075449189807e-07
89900.0;0.6513198983473751,0.150927850378685,1.433264139431535e-07
90000.0;0.6513093986883047,0.15092475177944203,1.4315258258469539e-07
90100.0;0.6512989134900035,0.15092165467687654,1.4297925823804435e-07
90200.0;0.6512884427161375,0.1509185590430755,1.4280643873663217e-07
90300.0;0.6512779863304625,0.1509154648499807,1.4263412192584065e-07
90400.0;0.6512675442968237,0.1509123720693885,1.4246230566266364e-07
90500.0;0.6512571165791547,0.15090928067294995,1.4229098781583878e-07
90600.0;0.6512467031414779,0.150906190632171,1.4212016626579955e-07
90700.0;0.6512363039479048,0.15090310191841244,1.4194983890430624e-07
90800.0;0.6512259189626339,0.1509000145028903,1.4178000363472877e-07
90900.0;0.6512155481499522,0.15089692835667629,1.416106583718146e-07
91000.0;0.6512051914742336,0.15089384345069778,1.4144180104155858e-07
91100.0;0.6511948488999401,0.15089075975573857,1.4127342958115104e-07
91200.0;0.6511845203916196,0.15088767724243918,1.4110554193902906e-07
91300.0;0.6511742059139076,0.1508845958812975,1.409381360747231e-07
91400.0;0.6511639054315257,0.15088151564266922,1.4077120995864256e-07
91500.0;0.6511536189092815,0.15087843649676902,1.4060476157229984e-07
91600.0;0.6511433463120684,0.15087535841367075,1.4043878890788078e-07
91700.0;0.6511330876048664,0.1508722813633086,1.4027328996861708e-07
91800.0;0.6511228427527399,0.15086920531547796,1.40108262768255e-07
91900.0;0.6511126117208392,0.15086613023983655,1.399437053313573e-07
92000.0;0.6511023944743993,0.1508630561059053,1.3977961569297076e-07
92100.0;0.6510921909787399,0.15085998288306973,1.3961599189869856e-07
92200.0;0.6510820011992656,0.1508569105405809,1.394528320045751e-07
92300.0;0.651071825101465,0.15085383904755717,1.3929013407712564e-07
92400.0;0.6510616626509105,0.15085076837298533,1.391278961930534e-07
92500.0;0.6510515138132591,0.15084769848572221,1.389661164394257e-07
92600.0;0.6510413785542515,0.15084462935449647,1.3880479291340551e-07
92700.0;0.6510312568397107,0.15084156094791001,1.3864392372237378e-07
92800.0;0.6510211486355446,0.15083849323443996,1.3848350698368784e-07
92900.0;0.6510110539077429,0.15083542618244067,1.3832354082477738e-07
93000.0;0.6510009726223791,0.15083235976014553,1.3816402338285603e-07
93100.0;0.6509909047456088,0.1508292939356693,1.3800495280526918e-07
93200.0;0.6509808502436704,0.15082622867701018,1.3784632724891614e-07
93300.0;0.6509708090828844,0.15082316395205234,1.3768814488051868e-07
93400.0;0.6509607812296541,0.150820099728568,1.3753040387649801e-07
93500.0;0.6509507666504636,0.15081703597422041,1.373731024229155e-07
93600.0;0.6509407653118802,0.15081397265656618,1.3721623871528742e-07
93700.0;0.6509307771805519,0.15081090974305827,1.3705981095873246e-07
93800.0;0.6509208022232084,0.15080784720104895,1.3690381736771894e-07
93900.0;0.6509108404066609,0.15080478499779254,1.367482561662867e-07
94000.0;0.6509008916978014,0.1508017231004488,1.365931255874526e-07
94100.0;0.6508909560636031,0.15079866147608614,1.3643842387379383e-07
94200.0;0.6508810334711205,0.15079560009168486,1.3628414927693945e-07
94300.0;0.6508711238874877,0.150792538914141,1.3613030005771065e-07
94400.0;0.65086122727992,0.15078947791026956,1.359768744860063e-07
94500.0;0.6508513436157133,0.15078641704680873,1.3582387084071815e-07
94600.0;0.6508414728622431,0.15078335629042333,1.3567128740974965e-07
94700.0;0.6508316149869657,0.15078029560770922,1.3551912248992627e-07
94800.0;0.6508217699574166,0.1507772349651974,1.3536737438686946e-07
94900.0;0.6508119377412117,0.15077417432935808,1.352160414150412e-07
95000.0;0.6508021183060463,0.15077111366660534,1.3506512189768233e-07
95100.0;0.6507923116196951,0.15076805294330192,1.349146141666352e-07
95200.0;0.6507825176500124,0.15076499212576333,1.3476451656252056e-07
95300.0;0.650772736364932,0.1507619311802633,1.3461482743441514e-07
95400.0;0.6507629677324664,0.1507588700730386,1.3446554513996094e-07
95500.0;0.6507532117207073,0.15075580877029413,1.343166680453512e-07
95600.0;0.6507434682978254,0.1507527472382082,1.3416819452504799e-07
95700.0;0.6507337374320695,0.1507496854429381,1.3402012296206965e-07
95800.0;0.6507240190917682,0.15074662335062566,1.338724517476483e-07
95900.0;0.6507143132453277,0.15074356092740276,1.3372517928129382e-07
96000.0;0.6507046198612328,0.15074049813939763,1.3357830397074793e-07
96100.0;0.6506949389080469,0.15073743495274036,1.334318242319002e-07
96200.0;0.6506852703544109,0.15073437133356965,1.3328573848879873e-07
96300.0;0.6506756141690445,0.15073130724803857,1.3314004517352565e-07
96400.0;0.6506659703207451,0.1507282426623214,1.3299474272617794e-07
96500.0;0.6506563387783875,0.15072517754262021,1.3284982959482409e-07
96600.0;0.6506467195109245,0.1507221118551715,1.3270530423546157e-07
96700.0;0.6506371124873865,0.1507190455662531,1.3256116511200296e-07
96800.0;0.6506275176768818,0.1507159786421914,1.3241741069599497e-07
96900.0;0.6506179350485952,0.15071291104936851,1.3227403946704795e-07
97000.0;0.6506083645717895,0.15070984275422955,1.3213104991224117e-07
97100.0;0.6505988062158043,0.15070677372328994,1.3198844052650492e-07
97200.0;0.6505892599500565,0.15070370392314372,1.3184620981225874e-07
97300.0;0.6505797257440398,0.1507006333204705,1.3170435627961534e-07
97400.0;0.6505702035673245,0.15069756188204403,1.315628784462034e-07
97500.0;0.6505606933895585,0.15069448957473983,1.3142177483713928e-07
97600.0;0.6505511951804652,0.1506914163655439,1.3128104398485965e-07
97700.0;0.6505417089098458,0.15068834222156047,1.3114068442946462e-07
97800.0;0.6505322345475767,0.15068526711002084,1.3100069471822615e-07
97900.0;0.6505227720636115,0.1506821909982921,1.3086107340575795e-07
98000.0;0.6505133214279798,0.15067911385388555,1.3072181905385573e-07
98100.0;0.6505038826107873,0.1506760356444659,1.3058293023181133e-07
98200.0;0.6504944555822157,0.15067295633785982,1.304444055157479e-07
98300.0;0.6504850403125231,0.15066987590206576,1.3030624348922125e-07
98400.0;0.650475636772043,0.15066679430526234,1.3016844274263896e-07
98500.0;0.6504662449311847,0.15066371151581853,1.3003100187366648e-07
98600.0;0.6504568647604331,0.15066062750230252,1.2989391948684654e-07
98700.0;0.6504474962303493,0.1506575422334917,1.2975719419375694e-07
98800.0;0.650438139311569,0.15065445567838207,1.2962082461278478e-07
98900.0;0.6504287939748041,0.1506513678061981,1.2948480936935167e-07
99000.0;0.6504194601908412,0.1506482785864029,1.2934914709560292e-07
99100.0;0.6504101379305423,0.15064518798870769,1.292138364305909e-07
99200.0;0.6504008271648448,0.1506420959830822,1.290788760199831e-07
99300.0;0.6503915278647604,0.1506390025397651,1.2894426451626044e-07
99400.0;0.6503822400013763,0.1506359076292733,1.288100005786436e-07
99500.0;0.6503729635458547,0.15063281122241345,1.2867608287285108e-07
99600.0;0.6503636984694318,0.1506297132902914,1.2854251007126285e-07
99700.0;0.650354444743419,0.15062661380432305,1.28409280852798e-07
99800.0;0.6503452023392022,0.15062351273624477,1.2827639390301002e-07
99900.0;0.6503359712282416,0.15062041005812382,1.2814384791375896e-07
